"","year","Scenario","sectors","value"
"1295",2035,"Covid_LowOil","Public administration, education,
 human health and social work",0.175651
"1296",2036,"Covid_LowOil","Public administration, education,
 human health and social work",0.171627
"1297",2037,"Covid_LowOil","Public administration, education,
 human health and social work",0.168945
"1298",2038,"Covid_LowOil","Public administration, education,
 human health and social work",0.167513
"1299",2039,"Covid_LowOil","Public administration, education,
 human health and social work",0.167106
"1300",2040,"Covid_LowOil","Public administration, education,
 human health and social work",0.167437
"1301",2015,"Covid_LowOil","Other service activities",0
"1302",2016,"Covid_LowOil","Other service activities",0
"1303",2017,"Covid_LowOil","Other service activities",0
"1304",2018,"Covid_LowOil","Other service activities",0
"1305",2019,"Covid_LowOil","Other service activities",0
"1306",2020,"Covid_LowOil","Other service activities",-2.953333
"1307",2021,"Covid_LowOil","Other service activities",-2.039405
"1308",2022,"Covid_LowOil","Other service activities",-0.873569
"1309",2023,"Covid_LowOil","Other service activities",0.141685
"1310",2024,"Covid_LowOil","Other service activities",0.929078
"1311",2025,"Covid_LowOil","Other service activities",1.498215
"1312",2026,"Covid_LowOil","Other service activities",1.884471
"1313",2027,"Covid_LowOil","Other service activities",2.128326
"1314",2028,"Covid_LowOil","Other service activities",2.267148
"1315",2029,"Covid_LowOil","Other service activities",2.332263
"1316",2030,"Covid_LowOil","Other service activities",2.348466
"1317",2031,"Covid_LowOil","Other service activities",2.334568
"1318",2032,"Covid_LowOil","Other service activities",2.304269
"1319",2033,"Covid_LowOil","Other service activities",2.267077
"1320",2034,"Covid_LowOil","Other service activities",2.22917
"1321",2035,"Covid_LowOil","Other service activities",2.194168
"1322",2036,"Covid_LowOil","Other service activities",2.163816
"1323",2037,"Covid_LowOil","Other service activities",2.138559
"1324",2038,"Covid_LowOil","Other service activities",2.118022
"1325",2039,"Covid_LowOil","Other service activities",2.101375
"1326",2040,"Covid_LowOil","Other service activities",2.087615
"1327",2015,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0
"1328",2016,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0
"1329",2017,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0
"1330",2018,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0
"1331",2019,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0
"1332",2020,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",-0.973671
"1333",2021,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",-1.244521
"1334",2022,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",-0.91038
"1335",2023,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",-0.216745
"1336",2024,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",0.677717
"1337",2025,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",1.658524
"1338",2026,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",2.647033
"1339",2027,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",3.594672
"1340",2028,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",4.476268
"1341",2029,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",5.283296
"1342",2030,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",6.017875
"1343",2031,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",6.687905
"1344",2032,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",7.303508
"1345",2033,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",7.874701
"1346",2034,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",8.410093
"1347",2035,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",8.916356
"1348",2036,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",9.398207
"1349",2037,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",9.858688
"1350",2038,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",10.29957
"1351",2039,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",10.72179
"1352",2040,"Covid_lowOil_ClimatePol","Agriculture, forestry and fishing",11.1258
"1353",2015,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",0
"1354",2016,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",0
"1355",2017,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",0
"1356",2018,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",0
"1357",2019,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",0
"1358",2020,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.988204
"1359",2021,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-2.038617
"1360",2022,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.60675
"1361",2023,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.199292
"1362",2024,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-0.998292
"1363",2025,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.051824
"1364",2026,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.340948
"1365",2027,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-1.817086
"1366",2028,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-2.424929
"1367",2029,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-3.11463
"1368",2030,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-3.846585
"1369",2031,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-4.59195
"1370",2032,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-5.331189
"1371",2033,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-6.052016
"1372",2034,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-6.747419
"1373",2035,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-7.414019
"1374",2036,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-8.050804
"1375",2037,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-8.658208
"1376",2038,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-9.237447
"1377",2039,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-9.790077
"1378",2040,"Covid_lowOil_ClimatePol","Mining and quarrying, energy, water,
 waste management and remediation",-10.3177
"1379",2015,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0
"1380",2016,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0
"1381",2017,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0
"1382",2018,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0
"1383",2019,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0
"1384",2020,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",-0.852507
"1385",2021,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",-0.869572
"1386",2022,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",-0.388606
"1387",2023,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",0.318145
"1388",2024,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",1.108439
"1389",2025,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",1.890542
"1390",2026,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",2.609483
"1391",2027,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",3.238571
"1392",2028,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",3.771228
"1393",2029,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",4.213702
"1394",2030,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",4.579126
"1395",2031,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",4.883087
"1396",2032,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",5.140672
"1397",2033,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",5.364773
"1398",2034,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",5.565369
"1399",2035,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",5.749486
"1400",2036,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",5.921565
"1401",2037,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",6.084008
"1402",2038,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",6.23778
"1403",2039,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",6.382951
"1404",2040,"Covid_lowOil_ClimatePol","Manufacture of food, beverages 
 and tobacco products",6.519142
"1405",2015,"Covid_lowOil_ClimatePol","Coking and refining",0
"1406",2016,"Covid_lowOil_ClimatePol","Coking and refining",0
"1407",2017,"Covid_lowOil_ClimatePol","Coking and refining",0
"1408",2018,"Covid_lowOil_ClimatePol","Coking and refining",0
"1409",2019,"Covid_lowOil_ClimatePol","Coking and refining",0
"1410",2020,"Covid_lowOil_ClimatePol","Coking and refining",-7.481933
"1411",2021,"Covid_lowOil_ClimatePol","Coking and refining",-9.69538
"1412",2022,"Covid_lowOil_ClimatePol","Coking and refining",-12.05705
"1413",2023,"Covid_lowOil_ClimatePol","Coking and refining",-14.4776
"1414",2024,"Covid_lowOil_ClimatePol","Coking and refining",-16.83462
"1415",2025,"Covid_lowOil_ClimatePol","Coking and refining",-19.05479
"1416",2026,"Covid_lowOil_ClimatePol","Coking and refining",-21.10543
"1417",2027,"Covid_lowOil_ClimatePol","Coking and refining",-22.98046
"1418",2028,"Covid_lowOil_ClimatePol","Coking and refining",-24.68932
"1419",2029,"Covid_lowOil_ClimatePol","Coking and refining",-26.24903
"1420",2030,"Covid_lowOil_ClimatePol","Coking and refining",-27.67903
"1421",2031,"Covid_lowOil_ClimatePol","Coking and refining",-28.99814
"1422",2032,"Covid_lowOil_ClimatePol","Coking and refining",-30.22304
"1423",2033,"Covid_lowOil_ClimatePol","Coking and refining",-31.36776
"1424",2034,"Covid_lowOil_ClimatePol","Coking and refining",-32.44374
"1425",2035,"Covid_lowOil_ClimatePol","Coking and refining",-33.46016
"1426",2036,"Covid_lowOil_ClimatePol","Coking and refining",-34.42427
"1427",2037,"Covid_lowOil_ClimatePol","Coking and refining",-35.34181
"1428",2038,"Covid_lowOil_ClimatePol","Coking and refining",-36.21729
"1429",2039,"Covid_lowOil_ClimatePol","Coking and refining",-37.0543
"1430",2040,"Covid_lowOil_ClimatePol","Coking and refining",-37.85565
"1431",2015,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"1432",2016,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"1433",2017,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"1434",2018,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"1435",2019,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0
"1436",2020,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-3.566492
"1437",2021,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-2.396155
"1438",2022,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-1.145856
"1439",2023,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-0.095604
"1440",2024,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0.734098
"1441",2025,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.363029
"1442",2026,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.814517
"1443",2027,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.110542
"1444",2028,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.271552
"1445",2029,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.316594
"1446",2030,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.263278
"1447",2031,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",2.127637
"1448",2032,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.924002
"1449",2033,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.664914
"1450",2034,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.361138
"1451",2035,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",1.021751
"1452",2036,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0.654308
"1453",2037,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",0.265058
"1454",2038,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-0.14083
"1455",2039,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-0.55904
"1456",2040,"Covid_lowOil_ClimatePol","Manufacture of electrical, electronic and 
 computer equipment; machinery manufacturing",-0.985915
"1457",2015,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0
"1458",2016,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0
"1459",2017,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0
"1460",2018,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0
"1461",2019,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0
"1462",2020,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",-6.325399
"1463",2021,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",-3.63308
"1464",2022,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",-1.740728
"1465",2023,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",-0.428187
"1466",2024,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0.514576
"1467",2025,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.211412
"1468",2026,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.72947
"1469",2027,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.106069
"1470",2028,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.364101
"1471",2029,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.519773
"1472",2030,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.586155
"1473",2031,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.574649
"1474",2032,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.4955
"1475",2033,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.35792
"1476",2034,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",2.170091
"1477",2035,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.939186
"1478",2036,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.671425
"1479",2037,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.372184
"1480",2038,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",1.046132
"1481",2039,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0.697365
"1482",2040,"Covid_lowOil_ClimatePol","Transport equipment manufacturing",0.329546
"1483",2015,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0
"1484",2016,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0
"1485",2017,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0
"1486",2018,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0
"1487",2019,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0
"1488",2020,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",-3.379543
"1489",2021,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",-2.250193
"1490",2022,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",-1.080816
"1491",2023,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",-0.077663
"1492",2024,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",0.755811
"1493",2025,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",1.439447
"1494",2026,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",1.990632
"1495",2027,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.423503
"1496",2028,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.750753
"1497",2029,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.984719
"1498",2030,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.137636
"1499",2031,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.221401
"1500",2032,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.247174
"1501",2033,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.225009
"1502",2034,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.163632
"1503",2035,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",3.070383
"1504",2036,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.951288
"1505",2037,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.811231
"1506",2038,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.654169
"1507",2039,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.483347
"1508",2040,"Covid_lowOil_ClimatePol","Manufacture of other industrial products",2.301491
"1509",2015,"Covid_lowOil_ClimatePol","Construction",0
"1510",2016,"Covid_lowOil_ClimatePol","Construction",0
"1511",2017,"Covid_lowOil_ClimatePol","Construction",0
"1512",2018,"Covid_lowOil_ClimatePol","Construction",0
"1513",2019,"Covid_lowOil_ClimatePol","Construction",0
"1514",2020,"Covid_lowOil_ClimatePol","Construction",-7.973913
"1515",2021,"Covid_lowOil_ClimatePol","Construction",-6.279727
"1516",2022,"Covid_lowOil_ClimatePol","Construction",-4.268421
"1517",2023,"Covid_lowOil_ClimatePol","Construction",-2.517986
"1518",2024,"Covid_lowOil_ClimatePol","Construction",-1.162045
"1519",2025,"Covid_lowOil_ClimatePol","Construction",-0.171739
"1520",2026,"Covid_lowOil_ClimatePol","Construction",0.53295
"1521",2027,"Covid_lowOil_ClimatePol","Construction",1.036951
"1522",2028,"Covid_lowOil_ClimatePol","Construction",1.412815
"1523",2029,"Covid_lowOil_ClimatePol","Construction",1.716651
"1524",2030,"Covid_lowOil_ClimatePol","Construction",1.989534
"1525",2031,"Covid_lowOil_ClimatePol","Construction",2.260614
"1526",2032,"Covid_lowOil_ClimatePol","Construction",2.550193
"1527",2033,"Covid_lowOil_ClimatePol","Construction",2.872205
"1528",2034,"Covid_lowOil_ClimatePol","Construction",3.236004
"1529",2035,"Covid_lowOil_ClimatePol","Construction",3.647622
"1530",2036,"Covid_lowOil_ClimatePol","Construction",4.110639
"1531",2037,"Covid_lowOil_ClimatePol","Construction",4.626819
"1532",2038,"Covid_lowOil_ClimatePol","Construction",5.196579
"1533",2039,"Covid_lowOil_ClimatePol","Construction",5.819351
"1534",2040,"Covid_lowOil_ClimatePol","Construction",6.493874
"1535",2015,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0
"1536",2016,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0
"1537",2017,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0
"1538",2018,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0
"1539",2019,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0
"1540",2020,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",-3.484346
"1541",2021,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",-2.404092
"1542",2022,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",-1.192715
"1543",2023,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",-0.165574
"1544",2024,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",0.644563
"1545",2025,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",1.265274
"1546",2026,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",1.734282
"1547",2027,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.086822
"1548",2028,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.352694
"1549",2029,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.556191
"1550",2030,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.716742
"1551",2031,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.849572
"1552",2032,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",2.966238
"1553",2033,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.075103
"1554",2034,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.181788
"1555",2035,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.289666
"1556",2036,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.400358
"1557",2037,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.514226
"1558",2038,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.630807
"1559",2039,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.749193
"1560",2040,"Covid_lowOil_ClimatePol","Trade ; repair of motor vehicles and motorcycles",3.868314
"1561",2015,"Covid_lowOil_ClimatePol","Transport and storage",0
"1562",2016,"Covid_lowOil_ClimatePol","Transport and storage",0
"1563",2017,"Covid_lowOil_ClimatePol","Transport and storage",0
"1564",2018,"Covid_lowOil_ClimatePol","Transport and storage",0
"1565",2019,"Covid_lowOil_ClimatePol","Transport and storage",0
"1566",2020,"Covid_lowOil_ClimatePol","Transport and storage",-4.041857
"1567",2021,"Covid_lowOil_ClimatePol","Transport and storage",-2.600875
"1568",2022,"Covid_lowOil_ClimatePol","Transport and storage",-1.212907
"1569",2023,"Covid_lowOil_ClimatePol","Transport and storage",-0.074545
"1570",2024,"Covid_lowOil_ClimatePol","Transport and storage",0.838911
"1571",2025,"Covid_lowOil_ClimatePol","Transport and storage",1.573384
"1572",2026,"Covid_lowOil_ClimatePol","Transport and storage",2.165925
"1573",2027,"Covid_lowOil_ClimatePol","Transport and storage",2.644123
"1574",2028,"Covid_lowOil_ClimatePol","Transport and storage",3.029275
"1575",2029,"Covid_lowOil_ClimatePol","Transport and storage",3.338832
"1576",2030,"Covid_lowOil_ClimatePol","Transport and storage",3.587677
"1577",2031,"Covid_lowOil_ClimatePol","Transport and storage",3.788571
"1578",2032,"Covid_lowOil_ClimatePol","Transport and storage",3.952206
"1579",2033,"Covid_lowOil_ClimatePol","Transport and storage",4.087175
"1580",2034,"Covid_lowOil_ClimatePol","Transport and storage",4.200029
"1581",2035,"Covid_lowOil_ClimatePol","Transport and storage",4.295483
"1582",2036,"Covid_lowOil_ClimatePol","Transport and storage",4.376708
"1583",2037,"Covid_lowOil_ClimatePol","Transport and storage",4.4457
"1584",2038,"Covid_lowOil_ClimatePol","Transport and storage",4.503637
"1585",2039,"Covid_lowOil_ClimatePol","Transport and storage",4.551204
"1586",2040,"Covid_lowOil_ClimatePol","Transport and storage",4.588848
"1587",2015,"Covid_lowOil_ClimatePol","Accommodation and catering",0
"1588",2016,"Covid_lowOil_ClimatePol","Accommodation and catering",0
"1589",2017,"Covid_lowOil_ClimatePol","Accommodation and catering",0
"1590",2018,"Covid_lowOil_ClimatePol","Accommodation and catering",0
"1591",2019,"Covid_lowOil_ClimatePol","Accommodation and catering",0
"1592",2020,"Covid_lowOil_ClimatePol","Accommodation and catering",-7.559443
"1593",2021,"Covid_lowOil_ClimatePol","Accommodation and catering",-4.235492
"1594",2022,"Covid_lowOil_ClimatePol","Accommodation and catering",-1.873699
"1595",2023,"Covid_lowOil_ClimatePol","Accommodation and catering",-0.174274
"1596",2024,"Covid_lowOil_ClimatePol","Accommodation and catering",1.092123
"1597",2025,"Covid_lowOil_ClimatePol","Accommodation and catering",2.0657
"1598",2026,"Covid_lowOil_ClimatePol","Accommodation and catering",2.829026
"1599",2027,"Covid_lowOil_ClimatePol","Accommodation and catering",3.434692
"1600",2028,"Covid_lowOil_ClimatePol","Accommodation and catering",3.92165
"1601",2029,"Covid_lowOil_ClimatePol","Accommodation and catering",4.322554
"1602",2030,"Covid_lowOil_ClimatePol","Accommodation and catering",4.66584
"1603",2031,"Covid_lowOil_ClimatePol","Accommodation and catering",4.975552
"1604",2032,"Covid_lowOil_ClimatePol","Accommodation and catering",5.270699
"1605",2033,"Covid_lowOil_ClimatePol","Accommodation and catering",5.564978
"1606",2034,"Covid_lowOil_ClimatePol","Accommodation and catering",5.867043
"1607",2035,"Covid_lowOil_ClimatePol","Accommodation and catering",6.181214
"1608",2036,"Covid_lowOil_ClimatePol","Accommodation and catering",6.508417
"1609",2037,"Covid_lowOil_ClimatePol","Accommodation and catering",6.847183
"1610",2038,"Covid_lowOil_ClimatePol","Accommodation and catering",7.194562
"1611",2039,"Covid_lowOil_ClimatePol","Accommodation and catering",7.54689
"1612",2040,"Covid_lowOil_ClimatePol","Accommodation and catering",7.900366
"1613",2015,"Covid_lowOil_ClimatePol","Information and communication",0
"1614",2016,"Covid_lowOil_ClimatePol","Information and communication",0
"1615",2017,"Covid_lowOil_ClimatePol","Information and communication",0
"1616",2018,"Covid_lowOil_ClimatePol","Information and communication",0
"1617",2019,"Covid_lowOil_ClimatePol","Information and communication",0
"1618",2020,"Covid_lowOil_ClimatePol","Information and communication",-2.038437
"1619",2021,"Covid_lowOil_ClimatePol","Information and communication",-1.715072
"1620",2022,"Covid_lowOil_ClimatePol","Information and communication",-0.960139
"1621",2023,"Covid_lowOil_ClimatePol","Information and communication",-0.154692
"1622",2024,"Covid_lowOil_ClimatePol","Information and communication",0.575181
"1623",2025,"Covid_lowOil_ClimatePol","Information and communication",1.188783
"1624",2026,"Covid_lowOil_ClimatePol","Information and communication",1.681139
"1625",2027,"Covid_lowOil_ClimatePol","Information and communication",2.063379
"1626",2028,"Covid_lowOil_ClimatePol","Information and communication",2.353209
"1627",2029,"Covid_lowOil_ClimatePol","Information and communication",2.570002
"1628",2030,"Covid_lowOil_ClimatePol","Information and communication",2.732246
"1629",2031,"Covid_lowOil_ClimatePol","Information and communication",2.856206
